id                  ,label                              ,community           ,pr
-7937406015722907776,vladimir padrino                   ,-2498084582014429470,1.0000000000000004
-7866687731037512168,gina mccarthy                      ,-5123806391895283158,1.0000000000000004
6328212262133325902 ,susan sarandon                     ,-6817692648362739035,1.0000000000000004
-2868069859664123583,melissa munguia                    ,-8778605200936573775,1.0000000000000004
-1385774087472095066,guillermo lasso                    ,-2209714333319565875,1.0000000000000004
5049959027086869363 ,raul castro                        ,-5123806391895283158,1.0000000000000004
-1589286033025909364,lael brainard                      ,-5888010320500233275,1.0000000000000004
8086321949898543665 ,sylvester turner                   ,-8778605200936573775,1.0000000000000004
4364325953569386877 ,marcelo odebrecht                  ,-2498084582014429470,1.0000000000000004
-344530197605253002 ,hannah dreier                      ,-2498084582014429470,1.0000000000000004
660828824935539482  ,dennis lockhart                    ,-5888010320500233275,1.0000000000000004
3732957695425097076 ,ryan hignight                      ,-6817692648362739035,1.0000000000000004
8630810678956296831 ,ryan sitton                        ,-7405476888601717247,1.0000000000000004
4778865374038026103 ,esther george                      ,-5888010320500233275,1.0000000000000004
-3020728983800038379,joseph dunford                     ,-5123806391895283158,1.0000000000000004
7900783657266003435 ,anthony scaramucci                 ,-5123806391895283158,1.0000000000000004
-8637585983030559997,khalifa hifter                     ,-5123806391895283158,1.0000000000000004
-3125135966719759319,nagorno karabakh                   ,-3125135966719759319,1.0000000000000004
2976762873055313603 ,chris coons                        ,-5123806391895283158,1.0000000000000004
6891633248965691680 ,santa barbara                      ,-2209714333319565875,1.0000000000000004
1755457860918873138 ,john alfred donovan                ,-2019257571715061722,1.0000000000000004
