source              ,target              ,articles
-2757360214972800765,4024005794333692284 ,1132
-2396370213945007017,-232442968513540034 ,1166
-2376203089953264870,6877548276407382121 ,3927
-2209714333319565875,648803521752926221  ,1798
-2209714333319565875,2784257201517212856 ,2987
-2030977886066610622,-703758798842958219 ,1393
-2030977886066610622,648803521752926221  ,3955
-1898434984717323372,2605366745580009142 ,2523
-1575684124537842350,-319213317550603216 ,1630
-319213317550603216 ,-5358653244239667776,2947
476135616677260618  ,4671722935545266065 ,1015
633087338846443428  ,-8180303330334575413,1060
633087338846443428  ,-2171465814280876030,1019
905554212738677508  ,-319213317550603216 ,2265
1832510329768604584 ,3739328396837047041 ,1604
1932551752666018672 ,-703758798842958219 ,1348
2534425727654152746 ,-232442968513540034 ,1398
2995836344708591032 ,-4452816807225845246,1023
3018477597755113547 ,-1652469311467641984,1296
3959871001906981613 ,-3125135966719759319,1418
4184381332395750060 ,1832510329768604584 ,1249
5198481814282868243 ,-2209714333319565875,1125
5745090389146023302 ,3554131571515796329 ,1621
6132887020992818052 ,-2209714333319565875,1672
7871747628767178370 ,-8389961796051199048,5309
8132684862963203237 ,5706353703463528776 ,2269
8344494712559261140 ,-3463722585218783619,1241
8424014414438314999 ,-6351389831618156138,1227
9036656099340829831 ,-4729589068185710698,1037
-7205442634066439509,1098278059664356283 ,1043
-6817692648362739035,6342774253820456939 ,2071
-5123806391895283158,1544717718399102752 ,1925
-4783468811997181895,1932551752666018672 ,1017
-2209714333319565875,-7724929033795123330,1405
-2209714333319565875,-2171465814280876030,1134
-2209714333319565875,5148248206110164236 ,4380
-1843037069962836581,-5729020544562572248,2383
-1843037069962836581,648803521752926221  ,1356
-1816866046870158706,-5143022516697578113,1316
-1652469311467641984,5010943181244269133 ,1706
-1264356401435835211,-8960197832379606737,2288
-977966794734927473 ,-7724929033795123330,1151
-703758798842958219 ,6382886405921188060 ,2436
-352743772921911031 ,5148248206110164236 ,1124
-319213317550603216 ,-7764520725921474676,3904
-195293542193935170 ,-5123806391895283158,1288
779128267551182966  ,2664843183218588407 ,1451
1850445845882857126 ,-8311584980666851264,1742
2330092998442649523 ,-4300582705767753623,1385
3043621579077480904 ,-1652469311467641984,1154
3815815919996108488 ,6091689289007310276 ,1927
3968009107423201800 ,-240221642038059400 ,1986
4093862199957464441 ,4024005794333692284 ,1033
5669810817728340014 ,-2573317583224643731,1158
5690402462881397655 ,-5650504082345576908,1058
5938483825255926276 ,6342774253820456939 ,1925
6132887020992818052 ,-6547665733824167393,1138
6382886405921188060 ,-4678795136086809460,8739
6766351512512527647 ,-3926529187290102665,1165
7288716698609910135 ,-319213317550603216 ,1655
7474647856397192602 ,-5340488675093544494,2439
7538947819750950667 ,-7542946480976962834,2118
8223081395445789428 ,-319213317550603216 ,1003
-9137191236732479290,-319213317550603216 ,1848
-8960197832379606737,4484300585804250915 ,1470
-6536109092005166874,-3884059009727799939,1298
-6411644534435696354,1271790729568061379 ,2461
-4678795136086809460,6132887020992818052 ,1564
-4584259589746295249,1832510329768604584 ,1089
-4300582705767753623,-1843037069962836581,2782
-3038304460437961862,-319213317550603216 ,1425
-2376203089953264870,-2030977886066610622,4003
-2322882221466225088,-2030977886066610622,1312
-1898434984717323372,-554187375508143523 ,1508
-1808812747603547780,5745090389146023302 ,3857
-1731027801387243744,7622153264349607146 ,1328
-1086463102053860736,6868110971464094423 ,3204
-841256001430469459 ,-1031268946513902603,1497
-798982772758647182 ,-8026554220441592583,1159
-645147010875212004 ,3668838806884381306 ,1074
-319213317550603216 ,-7789283960893038307,2398
-232442968513540034 ,-2396370213945007017,1166
74128748331539267   ,5856445486635177175 ,1163
594453429778042053  ,-319213317550603216 ,1903
779128267551182966  ,-195293542193935170 ,1358
904394732160638920  ,7871747628767178370 ,1935
1210001521526861079 ,298627900943414666  ,1632
1215002096928707874 ,2848041216899638147 ,1191
1544717718399102752 ,633087338846443428  ,1109
2207334016565055949 ,-1808812747603547780,1029
2605366745580009142 ,-2376203089953264870,1653
2678352256151972608 ,-2030977886066610622,1544
3111672688651582693 ,2873133290080674816 ,1534
3815815919996108488 ,-6817692648362739035,3225
4024005794333692284 ,7740064506091401917 ,1057
4418623468891380562 ,-8800856954420026473,1396
4418623468891380562 ,-4678795136086809460,1423
4786022390837510082 ,8521781164735264993 ,1412
5938483825255926276 ,-3034747171331345424,2481
6091689289007310276 ,-2209714333319565875,1466
6132887020992818052 ,-4729589068185710698,3354
6132887020992818052 ,1731868121115529840 ,1674
8777361007022942590 ,-2158790193493657764,1115
8848501731074738718 ,3815815919996108488 ,1241
9014183989093063301 ,-7515309291958133185,1436
9090640783522498836 ,-2868799911054493240,1559
-8499908249375507275,6232840699060590306 ,1027
-8354583715484812084,-5123806391895283158,3231
-8300551750073803627,-2030977886066610622,1275
-4435448644003266942,7538947819750950667 ,1185
-4300582705767753623,9014183989093063301 ,1013
-3970014383349214055,1932551752666018672 ,1121
-2730035321493431482,5690402462881397655 ,1103
-2347820953665246459,-5123806391895283158,7302
-2209714333319565875,-3034908872723999323,1300
-2030977886066610622,-7170442259137058980,1410
-2030977886066610622,-4862681362924802362,1019
-1854280877140085794,2784257201517212856 ,2588
-1843037069962836581,5894814673196051032 ,1459
-1652469311467641984,6008067634782732883 ,1325
-1266629959247391147,-4894173984603446875,1080
-319213317550603216 ,-1898434984717323372,7267
-319213317550603216 ,1673031328778730547 ,1741
-319213317550603216 ,6342774253820456939 ,5618
-319213317550603216 ,9036656099340829831 ,2022
633087338846443428  ,2784257201517212856 ,1981
648803521752926221  ,-1843037069962836581,1356
782645396902566231  ,-319213317550603216 ,1721
1673031328778730547 ,-6008091149772391724,1955
1731868121115529840 ,9014183989093063301 ,1011
1832510329768604584 ,-1652469311467641984,3039
4484300585804250915 ,-1264356401435835211,1468
5010943181244269133 ,-1652469311467641984,1706
5277661777767546310 ,-5123806391895283158,2806
6071396418810432554 ,2531286090920726071 ,1238
6132887020992818052 ,-5825783656841140364,1261
6381873041093583154 ,-8300551750073803627,1322
6877548276407382121 ,7090419308735054832 ,1262
7519218881764246375 ,8465637361048996806 ,1045
9036656099340829831 ,-2030977886066610622,2010
-8499908249375507275,6306074510567183512 ,1054
-6652933863730195076,-8288940420225851572,1116
-5960365032131816100,8221521381664606233 ,1049
-2597550477887731461,6919108881676297410 ,1004
-2246787533204096032,-4678795136086809460,1158
-2234739453058822859,8632782506516917507 ,2288
-2209714333319565875,6132887020992818052 ,1672
-2030977886066610622,-942000369190037122 ,1380
-2030977886066610622,6919108881676297410 ,1438
-1898434984717323372,-232442968513540034 ,4252
-1843037069962836581,-4383427925976837532,1686
-1843037069962836581,-2209714333319565875,6069
-1842418496910161609,6951659756165809357 ,1181
-319213317550603216 ,-5384617277383728220,1661
-319213317550603216 ,1934662040127083418 ,1549
-319213317550603216 ,7621232311076131365 ,2369
476135616677260618  ,-5436147869070522378,1058
523098992404713312  ,-204349356392618973 ,2087
1003277080643836383 ,-5123806391895283158,1156
1650545901460872628 ,-3792228007270265448,1147
1650545901460872628 ,-3463722585218783619,1197
2995836344708591032 ,2848041216899638147 ,2247
3111672688651582693 ,-4678795136086809460,1312
3434937228167692261 ,5347642570561376943 ,1696
4250204249271760289 ,3628073587866111761 ,1107
5148248206110164236 ,7288716698609910135 ,1281
5690402462881397655 ,9169138842085312889 ,2301
6232840699060590306 ,-8778605200936573775,1035
6891633248965691680 ,-3678641899310922224,1653
7622153264349607146 ,-4678795136086809460,1413
-7444383465975309377,-1843037069962836581,1122
-7241306346921812835,-5378480904394717705,1003
-6380341718939214796,-2376203089953264870,1256
-6032953878285540342,-7531676124604896595,1745
-5123806391895283158,-1652469311467641984,2927
-5123806391895283158,2873133290080674816 ,10471
-4766036086394000160,-554187375508143523 ,1586
-4729589068185710698,633087338846443428  ,3263
-4729589068185710698,7389133282601414282 ,1130
-4584259589746295249,-5842301292766507296,1510
-4383427925976837532,-3131478713916425544,1555
-4119471098201915446,8354133301109015038 ,1948
-4001722324483238694,922999064520858995  ,1866
-2498084582014429470,-7075739384072536391,2932
-2148898543735823396,-1031268946513902603,1076
-2030977886066610622,10658375623617367   ,1066
-2030977886066610622,5091350508916130398 ,1001
-2030977886066610622,8221521381664606233 ,5055
-1560252120881947258,-2030977886066610622,1353
-441503973431915681 ,-4225374835328451288,3041
-319213317550603216 ,-3650651969813047305,2014
-240221642038059400 ,360482089417387317  ,1938
633087338846443428  ,-554187375508143523 ,1529
1829182820780899682 ,-8800856954420026473,1078
1829182820780899682 ,-319213317550603216 ,1564
2082255006670207919 ,4484300585804250915 ,1470
3236309663757817358 ,-2030977886066610622,1402
3392124192403595158 ,1960007279431588856 ,1355
4038455739488905858 ,4184381332395750060 ,1039
4184381332395750060 ,-4894173984603446875,1485
4997528300297830977 ,7871747628767178370 ,3397
5690402462881397655 ,-319213317550603216 ,7086
5690402462881397655 ,633087338846443428  ,1025
5745090389146023302 ,6008067634782732883 ,1236
6381873041093583154 ,-2195368857514539304,1002
6544891537376469301 ,-3587018700784064825,1137
7490588149625952520 ,-319213317550603216 ,8721
7538947819750950667 ,-5123806391895283158,1516
7871747628767178370 ,-8714613529726824628,1321
8221521381664606233 ,1932551752666018672 ,1687
9014183989093063301 ,-4383427925976837532,1256
9036656099340829831 ,4418623468891380562 ,1313
9086266514952383251 ,-7360278664246742593,1374
-8283919745813232577,-3926529187290102665,2727
-7852746510266638865,-2776212706572237214,1110
-7724929033795123330,-2030977886066610622,1500
-7531676124604896595,-6032953878285540342,1745
-6557087886148043414,5602245785061237038 ,1296
-6412962709818717980,-7205442634066439509,1871
-6032953878285540342,1832510329768604584 ,1845
-5644081230126527937,476135616677260618  ,2699
-5123806391895283158,-7534767316327541722,1038
-4894173984603446875,-7512783134188039914,1289
-4678795136086809460,-703758798842958219 ,1364
-3034908872723999323,1832510329768604584 ,1107
-2912673077591054553,6381873041093583154 ,1095
-2597550477887731461,1215002096928707874 ,1507
-2498084582014429470,-2776212706572237214,1351
-2376203089953264870,1943401871528076639 ,4627
-2030977886066610622,-2209714333319565875,65320
-2030977886066610622,1239823298764786415 ,3605
-1854280877140085794,8110740650254788499 ,1115
-1852196532463439303,1098278059664356283 ,1512
-1808812747603547780,-753292883416164054 ,1464
-966112708407853123 ,476135616677260618  ,1305
-441503973431915681 ,7519218881764246375 ,1220
-319213317550603216 ,-7170442259137058980,2678
-319213317550603216 ,-2292005235093902488,1116
-319213317550603216 ,6138678401118577959 ,1390
-319213317550603216 ,9014183989093063301 ,2175
-232442968513540034 ,7490588149625952520 ,3899
298627900943414666  ,-2030977886066610622,3783
905554212738677508  ,-1843037069962836581,1791
1271790729568061379 ,-6411644534435696354,2461
1650545901460872628 ,8388231231942637301 ,1001
2873133290080674816 ,-1258665395754752430,2750
2995836344708591032 ,9195266044310002641 ,1447
4282139899318826593 ,-4383427925976837532,1337
4598025016433322182 ,2605366745580009142 ,1739
4889282811367499369 ,476135616677260618  ,1051
6159299216786126563 ,5669810817728340014 ,1160
6228466112440827679 ,-6652933863730195076,1397
7132280360170479124 ,2995836344708591032 ,3322
8290146907089535576 ,6611336480032655854 ,1622
8693094688026702427 ,-1843037069962836581,1920
9086266514952383251 ,-195293542193935170 ,2501
-6817692648362739035,7961587406411262285 ,2027
-5825783656841140364,6132887020992818052 ,1261
-5123806391895283158,-594195357039030174 ,1457
-5017367824652228076,-319213317550603216 ,1299
-3861692456531874851,972166625298665897  ,2663
-3463722585218783619,8344494712559261140 ,1241
-2759353068949435074,6382886405921188060 ,1468
-2498084582014429470,-5123806391895283158,1232
-2286218414458106215,2995836344708591032 ,1057
-2284657221715940484,7117438024839016064 ,1966
-2030977886066610622,-3131478713916425544,10796
-1652469311467641984,-5123806391895283158,2927
-1031268946513902603,-441503973431915681 ,12649
-240221642038059400 ,6915440518388851069 ,1280
-82939634550614629  ,-1958301884448221452,3197
173344757297817918  ,-2030977886066610622,1508
351689780619130825  ,-2209714333319565875,3750
633087338846443428  ,-6150731274223034299,1768
633087338846443428  ,4038455739488905858 ,1058
1215002096928707874 ,-888938630539602881 ,1242
1239823298764786415 ,-554187375508143523 ,1275
1934662040127083418 ,-319213317550603216 ,1549
3668838806884381306 ,-2030977886066610622,2041
4024005794333692284 ,-2757360214972800765,1132
6008067634782732883 ,-1652469311467641984,1325
6169053225138654698 ,-319213317550603216 ,3995
6342774253820456939 ,-7695077803468780495,1186
6382886405921188060 ,4598025016433322182 ,1450
6382886405921188060 ,8221521381664606233 ,2264
6859857853098528049 ,4024005794333692284 ,1141
8521781164735264993 ,-1252087531884353126,1228
8670665194432039431 ,-1735531465603307422,1742
8968304211594570857 ,-7981629573227806010,1334
-8354583715484812084,1832510329768604584 ,3435
-8283919745813232577,6382886405921188060 ,3064
-7695077803468780495,8344494712559261140 ,1137
-7534767316327541722,-5123806391895283158,1038
-7512783134188039914,-2030977886066610622,1297
-7512783134188039914,633087338846443428  ,1067
-7189858928044189094,-6458167211260881370,1051
-6817692648362739035,360482089417387317  ,1972
-6817692648362739035,3968009107423201800 ,2005
-5563146121424603261,-2030977886066610622,1053
-5498033252587944938,1098278059664356283 ,1231
-5285211027918953228,-8087340096537787169,1159
-4584259589746295249,-232442968513540034 ,5811
-4383427925976837532,-2209714333319565875,3156
-4119471098201915446,-319213317550603216 ,2109
-4110069703337102705,-2030977886066610622,1883
-3650651969813047305,-319213317550603216 ,2014
-3135427461330758141,-319213317550603216 ,1150
-2540231989603794937,2472438969957637576 ,1030
-2209714333319565875,-1898434984717323372,7533
-2209714333319565875,905554212738677508  ,1099
-2171465814280876030,-4729589068185710698,1169
-2030977886066610622,-6133912064376264177,1417
-2030977886066610622,-4177940754133278792,1374
-2030977886066610622,-758527018290989534 ,1437
-1898434984717323372,7490588149625952520 ,2504
-1843037069962836581,-6032953878285540342,3581
-1652469311467641984,5745090389146023302 ,1512
-1264356401435835211,4484300585804250915 ,1468
-698633528624703244 ,6915440518388851069 ,1873
-319213317550603216 ,4839142252854946107 ,1128
90275451384712336   ,8521781164735264993 ,1457
